Date,Global,US,GB,PH,AU,ID,BR,CA,MX,DE,NL,MY,FR,SE,SG,AR,ES,NO,IE,NZ,IT,CL,TH,DK,PL,PE,JP,BE,FI,VN,PT,HK,TW,TR,CO,CH,CR,AT,HU,CZ,GR,IN,IL,EC,RO,GT,SV,IS,DO,PA,SK,UY,HN,BO,AE,LT,PY,BG,EE,LV,MT,SA,ZA,NI,LU,CY,KR,EG,MA,UA
2020/07/23,,,,214369,,216298,,,,,,59649,,,46010,,,,,,,,51039,,,,,,,25921,,,,,,,,,,,,,,,,,,,,,,,,,6830,,,,,,,,,,,,,,,
2020/07/30,,,,204729,,219724,,,,,,59660,,,43971,,,,,,,,,,,,,,,25055,,,,,,,,,,,,,,,,,,,,,,,,,6506,,,,,,,,,,,,,,,
2020/08/06,,,,200603,,211846,,,,,,54911,,,43574,,,,,,,,,,,,,,,24628,,,,,,,,,,,,,,,,,,,,,,,,,6573,,,,,,,,,,,,,,,
2020/08/13,,,,195188,,214563,,,,,,56216,,,42674,,,,,,,,,,,,,,,23197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/08/20,,,,189853,,203579,,,,,,55346,,,43152,,,,,,,,,,,,,,,23099,,,,,,,,,,,,,,,,,,,,,,,,,6507,,,,,,,,,,,,,,,
2020/08/27,,,,195377,,,,,,,,56071,,,43033,,,,,,,,,,,,,,,24277,,,,,,,,,,,,,,,,,,,,,,,,,6509,,,,,,,,,,,,,,,
2020/09/03,,,,193648,,,,,,,,54975,,,42661,,,,,,,,,,,,,,,23828,,,,,,,,,,,,,,,,,,,,,,,,,6475,,,,,,,,,,,,,,,
2020/09/10,,,,198010,,224480,,,,,,53645,,,42570,,,,,,,,,,,,,,,22429,,,,,,,,,,,,,,,,,,,,,,,,,6830,,,,,,,,,,,,,,,
2020/09/17,,,,199702,,223114,,,,,,52325,,,,,,,,,,,,,,,,,,22393,,,,,,,,,,,,,,,,,,,,,,,,,7200,,,,,,,,,,,,,,,
2020/09/24,,,,203916,,227175,,,,,,53019,,,,,,,,,,,,,,,,,,22440,,,,,,,,,,,,,,,,,,,,,,,,,6923,,,,,,,,,,,,,,,
2020/10/01,,,,209604,,234017,,,,,,53674,,,,,,,,,,,,,,,,,,22010,,,,,,,,,,,,,,,,,,,,,,,,,7273,,,,,,,,,,,,,,,
2020/10/08,,,,196783,,,,,,,,50359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7174,,,,,,,,,,,,,,,
2020/10/15,,,,194176,,,,,,,,50861,,,,,,,,,,,,,,,,,,21029,,,,,,,,,,,,,,,,,,,,,,,,,7257,,,,,,,,,,,,,,,
2020/10/22,,,,202616,,,,,,,,49749,,,,,,,,,,,,,,,,,,22271,,,,,,,,,,,,,,,,,,,,,,,,,7687,,,,,,,,,,,,,,,
2020/10/29,5079328,1383904,,223063,,,,,,,,53727,,,44997,,,,,,,,51244,,,,,,,25546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/05,,,,213154,,,,,,,,54850,,,44784,,,,,,,,49407,,,,,,,26160,,,,,,,,,,,,,,,,,,,,,,,,,8558,,,,,,,,,,,,,,,
2020/11/12,,,,193213,,,,,,,,53002,,,,,,,,,,,49583,,,,,,,24678,,,,,,,,,,,,,,,,,,,,,,,,,8495,,,,,,,,,,,,,,,
2020/11/19,,,,211179,,,,,,,,52806,,,43874,,,,,,,,50095,,,,,,,24818,,,,,,,,,,,,,,,,,,,,,,,,,8271,,,,,,,,,,,,,,,
2020/11/26,,,,220967,,,,,,,,53896,,,43182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8415,,,,,,,,,,,,,,,
2020/12/03,,,,230802,,,,,,,,54469,,,,,,,,,,,51781,,,,,,,26135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12/10,,,,239437,,,,,,,,53702,,,,,,,,,,,52946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12/17,,,,229960,,,,,,,,51679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12/24,,,,226879,,,,,,,,50427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/12/31,,,,233686,,,,,,,,50579,,,41625,,,,,,,,52352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9111,,,,,,,,,,,,,,,
2021/01/07,,,,215523,,,,,,,,48842,,,39348,,,,,,,,46357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8667,,,,,,,,,,,,,,,
2021/01/14,,,,221661,,,,,,,,47842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8675,,,,,,,,,,,,,,,
2021/01/21,,,,226581,,,,,,,,47581,,,41148,,,,,,,,47933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8491,,,,,,,,,,,,,,,
2021/01/28,,,,223991,,,,,,,,47844,,,,,,,,,,,48021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8441,,,,,,,,,,,,,,,
2021/02/04,,,,219794,,,,,,,,47208,,,,,,,,,,,47818,,,,,,,27563,,,,,,,,,,,,,,,,,,,,,,,,,8415,,,,,,,,,,,,,,,
2021/02/11,,,,221378,,,,,,,,48368,,,,,,,,,,,47712,,,,,,,27033,,,,,,,,,,,,,,,,,,,,,,,,,8773,,,,,,,,,,,,,,,
2021/02/18,,,,212555,,,,,,,,45258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8272,,,,,,,,,,,,7294,,,
2021/02/25,,,,204507,,,,,,,,46863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7386,,,
2021/03/04,,,,208866,,,,,,,,47725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6944,,,
2021/03/11,,,,201334,,,,,,,,47307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6959,,,
2021/03/18,,,,199273,,,,,,,,45940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6908,,,
2021/03/25,,,,202756,,,,,,,,47627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,,,,190124,,,,,,,,46841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/08,,,,187398,,,,,,,,45372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/15,,,,195430,,,,,,,,41966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/22,,,,203892,,,,,,,,41262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/29,,,,206902,,,,,,,,42520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/05/06,,,,226029,,,,,,,,46288,,,42047,,,,,,,,39180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8702,,,,,,,,,,,,,,,
2021/05/13,,,,220897,,,,,,,,42086,,,39998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8204,,,,,,,,,,,,,,,
2021/05/20,,,,223036,,,,,,,,43395,,,39004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9184,,,,,,,,,,,,,,,
2021/05/27,,,,217290,,,,,,,,44553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9201,,,,,,,,,,,,,,,
2021/06/03,,,,219389,,,,,,,,44570,,,38437,,,,,,,,42128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9081,,,,,,,,,,,,,,,
2021/06/10,,,,206166,,,,,,,,41587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8868,,,,,,,,,,,,,,,
2021/06/17,,,,196520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/06/24,,,,194493,,,,,,,,43213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/07/01,,,,192743,,,,,,,,43088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/07/08,,,,193212,,,,,,,,43758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/07/15,,,,188465,,,,,,,,42679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/07/22,,,,177495,,,,,,,,39639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/08/12,,,,,,,,,,,,42961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7990,,,,,,,,,,,,,,,
2021/08/19,,,,176574,,,,,,,,43388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8271,,,,,,,,,,,,,,,
2021/08/26,,,,181802,,,,,,,,44730,,,,,,,,,,,,,,,,,,24895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/09/02,,,,,,,,,,,,45562,,,,,,,,,,,,,,,,,,25974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/09/09,,,,,,,,,,,,50169,,,,,,,,,,,,,,,,,,27053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/09/16,,,,200165,,,,,,,,48016,,,,,,,,,,,,,,,,,,28717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/09/23,,,,205579,,,,,,,,47958,,,,,,,,,,,,,,,,,,29086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/09/30,,,,,,,,,,,,48663,,,,,,,,,,,,,,,,,,29283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/10/07,,,,,,,,,,,,48220,,,,,,,,,,,,,,,,,,29196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/10/14,,,,,,,,,,,,48153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/08/18,,,,260946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
