Date,Global,US,GB,AU,CA,DE,NL,ID,BR,PH,SE,FR,IT,NO,MY,IE,DK,BE,ES,SG,IN,CH,NZ,MX,TW,PL,PT,CZ,ZA,AT,FI,AR,HK,IL,TH,CO,VN,HU,AE,CL,PE,NG,SK,RO,GR,CR,SA,EC,IS,GT,LU,JP,PA,LT,EG,LV,DO,HN,EE,SV,BO,BG,UY,MA,CY,MT,NI,PY,KR,TR,UA,RU
Total,3585657428,416809348,315896873,170761035,142264204,127887751,110724034,100722144,82501922,81591760,69657182,67126867,63582986,57827050,45443738,40634809,39986064,39813738,37388294,37278539,34214802,31074924,30560875,26613434,24146398,19781432,19555433,18689028,15798923,14656074,13182256,12417876,11882566,10931935,8528617,6678076,6338208,5903134,5641425,5171810,4235788,3601917,3516765,3391837,3297636,3065367,2791114,2700800,2589232,2198484,2013760,1653053,1622378,1407291,1349857,1280292,1223426,1176908,1090722,1050006,1019243,919820,866095,849760,809174,792109,492056,427729,299994,129841,53490,13970
Peak,24962682,6707749,4128542,1491441,1163589,1502138,1129806,1392411,1033712,1313788,898693,734968,1590310,628741,398339,554611,309966,300058,489201,304240,401751,204616,278397,1120012,157801,309911,149697,98126,126747,133178,212252,242452,78663,67935,114876,99817,72849,69716,31396,171124,96261,128946,36966,47393,45991,43292,27983,48364,23769,39305,21037,101014,19234,21412,15371,19812,17120,15550,16067,18500,18175,12888,15492,12569,6691,16899,8231,23813,19847,129841,16442,13970
2018/11/15,,,,,,,,,,,,,,,,42609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/22,,,,,,,,,,,188949,,,,,36167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/11/29,,,,,,,,,,,251345,,,118177,,43901,67086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12/06,,,,,,,,,,,267319,,,163240,,45286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12/13,,,,,,,,,,,277367,,,161415,,49346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12/20,,,,,,,,,,,306840,,,155179,,55044,,,,,,39067,,,,,,,,,,,,,,,,,,,,,,,6921,,,,,,,,,4449,,,,,,,,,,,,2877,,,,,,
2018/12/27,,,,,,,,,,,262021,,,126403,,47569,,,,40134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019/01/03,,,320117,,187180,,,,,,339988,,,152701,35732,53555,92610,,,42666,,39917,,,,,,,,,,,,,,,,,,,,,5945,,6391,,,,,,2199,,,4578,,,,,3395,,,,,,,2851,,,,,,
2019/01/10,4117240,,475196,,224226,296313,,,,,422118,,,242189,43180,75456,113914,41998,,51966,,49183,,,,75333,,17440,,26352,,,18086,,,,,,,,,,7161,,7347,,,,,,2408,,,4698,,,,,4376,,,,,,1224,3149,,,,,,
2019/01/17,4887346,,980307,,252104,328867,,,,,373030,,,251879,51278,147254,118346,57515,,58454,,54221,,,30075,,,19034,,28713,,,19889,,,,6086,11920,,,,,8083,7880,8804,,,,,,2732,,,5529,,4519,,,4459,,,,,,1454,3493,,,,,,
2019/01/24,5621433,,1275399,,277806,354726,,,,165645,369037,,,268017,54767,204696,130910,71218,,66072,,58545,,,32940,83694,25505,21128,,31185,,,21943,,23215,,6547,13281,,,,,8823,9395,9510,,,,,,3143,,,6415,,4939,,,4624,,,,,,1703,4178,,,,,,
2019/01/31,7141230,1575910,1619432,212149,313876,463302,,,,198544,356173,,,286299,66973,271733,146838,117831,,78788,,71036,,,41551,108159,32530,27088,,36279,,,28915,,29024,,9196,17103,,,,,11698,13250,14093,,,,,,4474,,,8696,,6617,,,6016,,,4115,,,2285,5651,,,,,,
2019/02/07,8410641,1753941,2022237,267595,345654,651045,,120393,,214923,352286,,,296125,62277,362468,167753,148800,,73385,,88509,47929,,38492,121086,35434,30185,,45258,59378,,26628,,30298,,9636,19923,,,,,12999,17734,16002,,,,6043,,5038,,,10369,,8271,,,6785,,,4605,,,2664,6844,,,,,,
2019/02/14,8467496,,2620741,247039,344595,667808,190926,,,187075,307422,,,283929,62458,390889,183911,155669,,72557,,85067,44469,,35975,110598,30723,27015,,43830,72460,,25553,,23244,,8593,18115,,,,,11289,14227,13448,,,,6115,,4990,,,8318,,6915,,,5907,,,4024,,,2336,5905,,,,,,
2019/02/21,8433612,,2791123,243643,327100,653753,210915,,,,282702,,,327385,55096,429441,188046,167651,,65108,,84315,44693,,34681,103268,28321,26200,,40208,67846,,25076,,,,8484,16518,,,,,10594,12354,11845,,,,6062,,4255,,,7259,,6760,,,5387,,,3680,,,2419,5834,,,,,,
2019/02/28,8656444,,2962923,247277,310081,704654,270038,,,,268784,,,241139,51002,445808,182022,184506,,76694,8326,101743,44615,,32389,103975,28745,29398,,45506,69646,,22786,,,,7884,16685,,,,,10582,12793,11600,,,,6839,,5046,,,7194,,6699,,,5528,,,3742,,,2298,6415,,,,,,
2019/03/07,8974606,,3338234,244534,282327,672520,353362,,,,256832,,,231129,49328,475925,187508,187943,,75824,,116217,47146,,28980,97750,25411,29630,,45583,71924,,20849,,,,,17396,,,,,11257,12252,11532,,,,6902,,5971,,,7321,,6844,,,5839,,,3509,,,2197,6755,,,,,,
2019/03/14,8916287,,3254627,246090,235783,722206,454383,,,,213724,,,202675,47397,461456,189951,208182,,54571,,123158,48386,,30036,90160,27246,29935,,48001,68490,,20017,,,,7969,17350,,,,,11307,12301,10956,,,,6945,,7652,,,6796,,6623,,,5992,,,3744,,,2177,7499,,,,,,
2019/03/21,9386918,,3450868,287710,219992,770251,588845,,,,213661,,,180698,49230,425835,198167,224791,,53201,,126962,48801,,31175,91219,29986,32207,,52907,74390,,20805,,,,8279,17273,,,,,11023,12500,11769,,,,8116,,7115,,,7127,,6818,,,6374,,,4062,,,2208,8038,,,,,,
2019/03/28,10130658,,3478100,447065,236226,810287,618987,,,,221638,,,167379,55223,457719,203839,229394,,57970,36686,135282,68158,,34419,100380,39687,37562,,56094,87539,,23121,,,,8856,21229,,,,,13110,14413,12713,,,,9307,,7570,,,8010,,7910,,,7542,,,4545,,,2688,11679,,,,,,
2019/04/04,10114924,,3216997,621104,253446,838697,606333,,,,207273,,373878,158419,53383,542561,195660,210145,,55573,,146048,75977,,29839,102907,42540,37297,,67020,89209,,21197,,,,9025,19384,,,,,11803,13384,12230,,,,9442,,7238,,,8403,,7728,,,7538,,,4145,,,2854,11727,,,,,,
2019/04/11,9745853,,3319778,651251,220044,882750,598826,,,,196984,,432671,148439,49767,515949,163830,190091,,,,143414,80830,,,87585,37905,33753,,77135,79188,,,,,,,15180,,,,,9493,10295,8899,,,,8388,,7154,,,6359,,6321,,,5947,,,3484,,,2549,10512,,,,,,
2019/04/18,9806666,,3459604,689338,200763,914157,558910,,,,187349,,502667,135157,48086,526521,160954,183986,,,,138733,101475,,,,34064,36851,,72972,77178,,,,,,,15204,,,,,9688,,8421,,,,8146,,7243,,,5563,,5842,,,5753,,,,,,2593,10522,,,,,,
2019/04/25,9442017,,3206651,673892,191707,872522,555087,,,,166421,269419,513639,130190,49931,483930,152717,184483,,,,127950,112842,,,,34673,34840,,73485,71734,,,,,,,13516,,,,,8243,,,,,,7604,,7637,,,4702,,5620,,,5674,,,,,,2603,9960,,,,,,
2019/05/02,10206789,,2991680,774206,232179,1009115,595813,,,,204483,331105,686711,150335,53696,424368,157958,188414,,,,140337,136734,,,,39291,39580,,88478,78941,,,,,,,15396,,,,,9542,,7246,,,,8806,,8347,,,5486,,6282,,,5814,,,,,,2392,9459,,,,,,
2019/05/09,11877369,,3409408,881611,264727,1123129,651122,,,,248328,389655,987043,176257,60004,529263,172883,207170,,45199,,156100,168507,,,78090,47691,45672,,95965,72193,,,,,,,18136,,,,,10617,10207,9596,,,,10234,,8802,,,6557,,7107,,,7684,,,3211,,,3128,10555,,,,,,
2019/05/16,14991744,2341375,3132954,1073640,411456,1352171,760000,154352,,181026,319084,551588,1160283,276445,102395,438510,214569,250206,213030,89667,71873,175764,197252,,52767,114825,70132,63406,,114105,92260,,37204,20676,35831,,14484,34853,,,,,17247,19644,19044,,,,13678,,11816,55870,,12660,,11236,,,12366,,,6224,,,4821,13751,,,,,,
2019/05/23,19199917,3204861,4128542,1297266,583979,1498009,1052293,192223,,230826,390073,643020,1400692,384699,146480,554611,309966,300058,255671,120232,104527,202651,253824,,66515,136522,108357,77737,,124974,114914,,57134,25440,42345,,18817,44662,,,,,22794,24170,25381,,,,16585,,13639,58604,,14940,,13885,,,15321,,,7994,,,6008,16899,,,,,,
2019/05/30,18715436,2943377,3594654,1321378,596601,1502138,1040939,186439,,222846,467418,656787,1521426,437358,159162,466308,307250,297670,279050,149167,99915,204616,269665,,76813,142801,136238,77851,,133178,116056,,56561,26319,40294,,17786,43093,,,,,22411,23208,26127,,,,16443,,13874,,,15501,,13826,,,14878,,,7079,,,5867,16139,,,,,,
2019/06/06,19853088,3786030,3319782,1491441,733775,1379260,1006854,182144,,248307,511468,646423,1578844,463771,156215,415957,304205,292270,328323,165283,112266,187711,278397,,95389,162285,141034,79638,,120286,110663,,58522,26576,37948,,19345,40909,,,,,22150,22558,27121,,,,15545,,13862,,9181,15021,,13361,,,14457,,,7913,,,5948,15921,,,,,,
2019/06/13,19097720,3440367,3175272,1370823,721429,1279809,1032225,213660,,273797,463694,604452,1514716,472959,182512,378559,296980,279264,350965,178435,110046,183972,268105,,100184,164291,149697,84634,,110884,109529,,53252,25785,38700,,19633,39340,,,,,24320,22203,26551,,,,16186,,13779,,8796,15325,,13403,,,14412,,,7359,,,6081,14326,,,,,,
2019/06/20,17745270,2815607,2883458,1234597,607714,1188023,1048777,213376,,261536,482562,675282,1590310,438542,194771,362391,284701,277812,334232,182045,93389,176814,255370,,98958,160316,140433,84973,,103458,115067,,50470,25500,35220,,18895,36846,,,,,23817,21189,26569,,,,16143,,13645,,,14301,,12806,,,13079,,,6870,,,5209,13803,,,,,,
2019/06/27,17259949,2955544,2660393,1220146,618733,1076194,1010757,227633,,276954,448562,550488,1469570,431524,208040,352390,248370,249219,326609,201895,98275,167703,253666,,98275,166224,129797,88619,27938,99715,101947,,55587,26425,41571,,21279,39467,13235,,,,26367,23001,26427,,15145,,16522,,12324,,,14959,6539,11709,,,12525,,,7611,,5244,5608,13426,,,,,,
2019/07/04,16768486,2836539,2705042,1142907,596406,1026209,995472,229613,,255666,481186,567548,1357944,405406,233044,328979,229838,249191,303519,221706,90009,163353,257274,,85896,172890,116621,82342,28292,97392,107992,,50622,24838,37698,,19173,36153,13405,,,,25594,21954,24815,,14653,,16314,,12501,,,14987,6713,12954,,,12712,,,6838,,4948,5184,12366,,,,,,
2019/07/11,17533647,3187314,2579832,1140112,644020,1138756,1068827,248391,,274751,587500,620975,1273016,408641,288422,302685,250478,251065,322368,241348,110625,166422,243302,,82948,183761,116504,78653,29875,101371,123305,,53747,26951,40295,,20103,37618,14136,,,,25917,22788,25996,,15722,,17563,,12772,,8932,15194,7144,13885,,,12861,,,7314,,5875,5400,12557,,,,,,
2019/07/18,18437480,3738304,2517903,1126172,715151,1180536,1049319,275514,,309027,601135,645990,1198919,412078,303616,300498,242525,251762,346770,262715,148511,164040,231683,,102884,194638,118265,87393,32224,102203,136705,,62834,28952,50289,,23414,42474,16014,,,,29257,26162,30506,,17873,,18203,,12775,,9630,16320,8126,14764,,,13960,,,7984,,6667,6092,13509,,,,,,
2019/07/25,17717445,3758596,2426760,1112384,720540,1081164,1011387,270778,,276708,600999,529550,1120909,412602,286884,275419,235389,235273,324752,260769,137835,152450,225334,,99122,176562,104605,86260,31855,94756,127800,,55917,27609,42710,,21299,40914,14874,,,,27544,24576,28443,,16921,,17194,,11472,,,15979,7784,13652,,,13284,,,7775,,6273,5640,12819,,,,,,
2019/08/01,17998470,4072381,2255982,1139287,726834,1055573,958490,292833,,303146,627500,550245,1083419,401905,285573,278493,237245,237362,343062,260479,145210,149240,225817,,104499,175029,101214,82922,33102,95191,129921,,56949,28412,49644,,24071,41684,15472,,,,27558,25251,29044,,17566,,16493,,11488,,9502,16265,8061,13868,,,13319,,,7925,,7185,5465,12599,,,,,,
2019/08/08,18661478,4404535,2190954,1155807,745580,1106785,946285,307186,,336113,666233,570096,1080888,443607,298430,271124,250567,240864,345398,258376,152951,151521,223304,,106890,179423,100165,82483,34707,95944,146728,,58296,30872,54674,,26776,44104,15925,,,,28104,25358,30276,,18053,,14979,,11607,,9821,16320,8638,14198,,,13513,,,8225,,7638,5843,12758,,,,,,
2019/08/15,19115160,4758183,2125679,1147321,816261,1107134,966533,341113,,357343,679664,559708,1005064,471039,300590,260376,254695,242352,347970,240962,159473,160205,220176,,113218,169008,97080,83132,34943,93389,156433,,62240,33018,56091,,30063,45124,15600,,,,28803,27007,29504,,17582,,16305,,11422,,10735,17187,8416,15695,,,13931,,,8677,,7470,5558,12132,,,,,,
2019/08/22,19867195,5114944,2097863,1153301,864958,1107197,968555,474685,,388507,693996,586297,958624,478758,309250,250610,270062,240578,364127,263596,187945,161774,215329,,121762,158217,97815,82781,37190,90358,173810,,68149,35235,60456,,35445,45425,17834,,,,29776,29500,33547,,21458,,17706,,11479,,11397,17842,10030,15820,,6815,13671,,,9181,,9122,5761,12777,,,,,,
2019/08/29,19536821,5090965,1943334,1114155,901834,997614,892165,689740,,376271,682020,599685,885623,493700,291476,237726,251027,235798,371055,253266,177617,153452,207619,,117581,149757,96065,79699,35079,86975,203769,,64381,32484,57304,,30803,45192,17268,,,,28031,27226,34868,,19987,,17923,,10872,,11520,17178,8928,15018,,,12884,,,8671,,8249,5849,12728,,,,,,
2019/09/05,20225733,5325279,1924517,1137609,947364,1086820,985335,647193,,406675,719753,553941,880901,540641,308178,231707,268788,229835,401566,255960,191383,167235,208263,,119153,154571,98109,82495,37542,93151,205816,,66229,35088,59941,,30884,48734,17872,,,,29654,31908,38860,,20026,,19710,,11619,,10827,17349,10152,15667,,,13424,,,9492,,10159,5961,13223,,,,,,
2019/09/12,21071208,5610374,1871285,1113807,1025634,1162716,1039682,755639,581504,409195,748465,579281,862539,547002,322026,259376,276642,236307,405019,274593,199470,191413,204852,,125167,171873,98600,88643,37665,96704,204607,,68783,40557,66430,,38479,54024,19171,,,,31566,35714,39951,,22523,,20137,,12046,73284,12049,19068,10822,17677,9964,,14570,,,9754,,10109,6158,12996,,,,,,
2019/09/19,22713344,5851288,1943488,1180923,1120914,1353000,1068801,839910,723071,501327,834956,594367,826953,590824,370296,260464,296354,244969,443369,301893,226383,196684,218192,,145060,215894,106082,98126,41143,104456,212252,,72020,48358,77697,52802,45145,62054,21171,,,,34918,41807,42762,22725,25314,,21553,,12713,98732,14018,21412,12148,19812,10978,8047,16067,,,10669,,11377,6691,13024,,,,129841,,
2019/09/26,22367819,5808487,1866734,1100811,1126766,1296981,1059107,784880,704490,705401,830254,587893,798127,562195,370804,256616,291363,235789,445521,294726,238754,182173,205902,,131988,251074,106059,91219,39155,101078,202366,,68497,44138,67566,,41968,57899,21502,,,,32212,40578,41557,21601,24781,,22191,,12620,78501,12933,19256,11167,17438,10152,7589,14689,,,10649,,10548,6350,11881,,,,,,
2019/10/03,22767722,5842094,2061353,1072393,1163589,1321078,1052887,782253,730833,724977,842046,621254,786586,562187,360143,290494,298482,237713,461201,293099,254920,177959,202886,,125742,274058,106834,91309,38856,101726,199179,,63360,38946,65766,,39181,59696,21603,,,,32539,38761,40531,21670,22752,,22965,,12610,76893,12098,18188,11149,17044,10535,7454,14751,,,10516,,10051,6232,12715,,,,,,
2019/10/10,23509860,6105495,1982010,1002665,1157051,1347630,1069056,941836,785003,794926,898693,695506,770622,556760,378920,251534,298046,249982,479398,304240,250933,179681,199409,,136263,303198,114309,90921,43895,103581,198190,,66274,39350,79306,51292,45488,61942,23369,,,,32632,43033,41982,22547,23506,,23769,,18476,91361,13659,18928,11456,17897,11558,8152,14793,,,11326,,10811,6466,12808,,,,,,
2019/10/17,23578385,6144780,1940306,1044218,1124953,1380463,1074600,942136,844307,873996,852500,614424,738999,586558,382628,245563,298590,244296,473389,301802,274934,173895,200269,,137825,303064,118161,90859,45846,99996,194413,,73289,41296,81505,51050,46415,62471,24595,,,,33436,44152,41865,22328,23253,,23360,,14848,86339,13393,19202,11736,18348,11230,8282,15508,,,12116,,11057,6579,13396,,,,,,
2019/10/24,23717626,6254953,1887897,1071243,1134563,1356095,1030348,1007603,901882,902414,866284,628125,692263,584520,380581,238757,299244,241971,475269,298393,278662,174767,200673,,148255,295968,117968,90990,45681,101114,187081,,74015,41408,78691,54900,43171,62708,24523,,,,33929,44523,42089,24041,23862,,22784,,21037,89168,13359,18504,12484,17943,11776,8340,15566,,,12373,,11127,6298,13796,,,,,,
2019/10/31,24962682,6707749,1967905,1085966,1154022,1454500,1123379,1113162,985348,919878,877351,534382,718398,583370,398339,251467,300188,253160,489201,294751,288782,181834,203672,556447,157801,309911,122730,92431,48620,106650,187125,,78663,48040,82315,60536,48766,69716,25849,,,,36966,47393,43772,27141,25752,,22808,,16800,100887,15465,20261,13351,18095,13127,9714,14639,,,12887,13581,11859,6406,14980,,,,,,
2019/11/07,23863010,6225730,1858368,1042485,1102708,1327597,1129806,1117351,917431,875233,823841,499899,728977,562083,373781,229838,288009,237492,464052,280294,303508,179447,200945,653705,156076,282143,120984,89215,46871,99173,188737,,75313,48655,80859,56761,48525,64639,25404,,,,32906,46010,42477,25825,24885,,22643,,11903,101014,13868,18126,13366,17671,12479,9473,14969,,,12148,,11888,6235,14625,,,,,,
2019/11/14,23802904,6058702,1797311,1023893,1083579,1327994,1059807,1153309,950013,895467,822720,734968,695543,562011,361294,222099,295954,255003,456553,275829,301336,184676,188943,689438,147220,285323,123531,88718,47035,101919,192782,,63824,47068,76473,57322,47375,65728,24324,,,,33071,44248,41418,25642,24270,,22853,,13454,96605,14227,18815,12987,16727,12991,9339,14627,,,12735,,10900,6041,13562,,,,,,
2019/11/21,23635137,5943398,1803395,1008102,1087139,1355110,993171,1126518,878598,956765,836570,715541,662449,628741,351641,223785,275513,242852,464686,262232,308438,182126,189487,748411,136553,286369,108987,87538,47809,101234,202708,,63653,49777,70860,58463,47654,64661,26398,,,,31502,43561,40797,25819,23867,,22502,,12889,90878,14956,18311,13926,16124,12716,9546,14271,,,12553,,10978,5978,13039,,,,,,
2019/11/28,22689327,5438168,1861674,978007,1037838,1306069,929279,1146356,900392,947896,734011,689674,618364,571400,342844,234270,251981,244511,458389,249317,280342,177934,187994,819103,137183,272050,93005,83338,,96578,190301,,63866,49620,66464,54668,46979,61746,23429,,,,28685,41813,37417,24964,21534,,20834,,11602,89102,13862,16454,12617,14933,12841,9115,13040,,,11646,,9239,5522,11747,,,,,,
2019/12/05,21979719,5009426,1777916,917559,1002771,1208329,958557,1233361,923570,976830,652832,634291,587816,497304,350030,231978,217937,247114,462908,243780,287453,176024,177850,899417,134865,264172,91320,80916,42656,93817,195779,,64507,67935,66108,59165,49773,60220,21427,,,,27568,40817,41246,24866,21333,,18303,,11074,93975,14614,16237,13044,15039,13146,9998,13321,,,11729,,9087,5739,12050,,,,,,
2019/12/12,22810797,5396518,1938222,974067,1022430,1313947,870355,1383589,916639,977564,640461,500173,636367,488263,362671,258895,234561,256363,470180,251031,321483,188601,180511,854183,150510,248412,96294,89202,46322,99091,173215,,70921,65309,76277,61884,59073,68843,24370,,,,29271,45518,45991,24943,23790,,16099,,11913,97654,14756,18020,15371,16456,13250,10407,14333,,,12888,,10640,6407,12704,,,,,,
2019/12/19,21661729,5163992,1740295,914137,962533,1232552,734451,1392411,871872,1012845,594699,483991,593818,455937,354162,219109,224034,223769,449715,237059,295235,176069,173044,879932,151612,236220,90330,81907,43963,90044,156945,,67883,60217,74108,61146,61173,63944,23724,,,,26895,42931,41035,24454,22417,,14679,,11198,94105,14210,16368,14802,14967,13066,10215,12797,,,12294,,11196,5543,10957,,,,,,
2019/12/26,19547865,4603582,1581530,843153,833535,1126840,584612,1326793,800112,922884,517102,464743,529767,371555,323247,204781,190269,211179,394208,211889,292025,160380,163699,867590,141459,197081,72008,67113,41677,81497,129037,,59012,59367,65976,,55482,50174,21688,,,,21760,36963,36635,21383,20501,,11701,,9497,,12855,13513,14189,12896,11391,9049,10902,,,9797,,11334,4804,9376,,,,,,
2020/01/02,19926066,4729716,1709271,838861,855186,1142433,563487,1258813,807049,884450,608705,440811,535510,424126,312025,217152,239423,214654,388323,214845,283513,152675,156352,870865,134741,208244,80076,73055,41977,83992,142928,,59075,57279,62843,,56201,52843,22447,,,,23260,36003,34847,22235,25373,,14129,,9936,83066,13486,14792,13926,13422,11972,9180,11699,,,9527,,11333,4924,10135,,,,,,
2020/01/09,19959201,4604720,1731460,821520,862038,1114358,656006,1219322,890327,895611,597359,427508,508712,449021,290964,211732,235878,192053,390508,219962,276176,155031,166929,964085,131872,211740,80047,76118,40308,83639,139094,,60074,52617,56657,58334,52873,53991,20252,,,,22574,36249,33560,24674,23320,31181,14674,,9773,,13403,12309,12143,12593,12600,9722,10954,,,9588,,9507,4650,9469,,,,,,
2020/01/16,20259941,4448053,1923341,802005,849365,1122922,661481,1258769,940913,982407,570356,440763,529180,456253,300068,227429,242554,177857,409212,233284,279599,156415,178056,978175,120816,204375,79958,75419,39754,89280,144762,,63477,54599,56520,64896,51073,53987,20488,,,,22362,36342,34054,26214,23517,,15110,,9269,,14937,12056,11790,12572,13570,10483,10677,,,9917,,9416,4838,9093,,,,,,
2020/01/23,19523711,4163887,1785485,774922,827293,1072101,623485,1196322,923147,1086795,547374,421292,518432,430967,287855,218785,234643,170372,390958,225621,272659,149881,175672,985514,102189,202769,77809,71874,37653,88509,137349,,56665,54611,56140,66182,51873,51251,21225,,,,21487,36255,33236,27034,20177,,16914,,9298,,14651,12128,12551,11931,13750,10231,9893,,,9295,,8627,4809,9058,,,,,,
2020/01/30,20588918,4598246,1783094,758341,893563,1069435,621421,1307389,1007079,1166942,570305,438779,534141,442249,264401,216749,244180,176344,405513,208444,300722,153476,170676,1052540,81231,216442,81704,76434,40616,90639,139405,214283,47719,55585,65930,80399,44181,54870,21067,,,,24210,37574,35435,33630,21062,37270,18905,26079,9767,,17991,12947,12838,12504,16111,12695,11078,12438,13336,10410,14646,8207,5096,10115,5069,15372,,,,
2020/02/06,20369189,4367845,1750903,775367,867212,1037168,609364,1337724,997035,1223010,513072,428683,534356,443856,251368,214980,243718,172910,400540,233467,307080,157900,167071,1064079,96108,213908,78933,76619,41792,87371,137290,229113,50167,53836,63629,83379,54772,54514,21039,,,,23564,37524,35157,35282,21327,44483,19351,27199,9397,97015,17970,12377,12081,12548,16186,13558,10702,13915,15414,9991,15492,8643,5187,9704,5526,17078,,,,
2020/02/13,20278178,4305603,1655892,793070,863629,1004712,603493,1285193,1033712,1212966,500061,420683,665578,432543,243303,198921,239567,186080,415139,230518,309515,153276,164321,1120012,98996,209329,74998,74062,41841,85194,118346,234284,52594,51845,62519,84212,56940,52724,20965,,,,22254,35531,34355,37175,21362,43561,18748,29010,9017,,18145,12194,11573,11722,16739,13797,10499,14131,15960,9563,14840,8841,4906,9543,5536,17117,,,,
2020/02/20,20233589,4162177,1913656,796787,840686,977484,602812,1295384,1007951,1227647,487724,422804,595392,419830,241930,222685,234791,186725,406795,234061,303017,147828,164948,1100177,99783,211037,74950,77133,42454,83709,118833,232209,54445,58577,63852,82030,56909,54005,21715,,,,24131,34637,32532,38652,20410,40416,18104,28304,8960,,17588,11794,11255,11879,15446,13298,10098,13752,15349,10160,14751,8422,4791,9837,5145,15744,,,,
2020/02/27,19624844,4082096,1888868,788039,831885,944824,548026,1271395,875249,1243371,460307,406652,535774,402333,245064,210510,234675,186524,378997,235350,283221,142172,165809,1063197,102890,203780,67628,83883,43296,81418,129490,220471,55059,57111,64285,81509,56800,52543,21093,,,,25731,33127,31631,41478,20905,36826,17441,30290,8648,,14681,11432,11284,11203,15207,13679,9545,13299,12580,9576,14022,8198,4669,8921,5256,15745,,,,
2020/03/05,19361108,3964906,1761631,787933,823870,918803,598877,1210372,973453,1313788,443844,387867,527490,396376,252142,200712,225384,174202,370565,236833,282803,149630,162404,1016393,105631,201484,69875,84822,42843,81862,130241,210749,54635,56502,64863,77630,56900,51041,22196,,,,25765,32513,30820,43292,,42266,16941,32041,8476,,15668,10412,10923,10981,15144,13634,9361,14123,14987,9384,,7943,4497,9306,5775,,,,,
2020/03/12,18934696,3798461,1678894,777870,798856,908582,583861,1258796,970704,1289532,426887,380977,477694,388802,249864,219284,221238,166472,383187,236495,295100,147668,160469,928323,108960,193069,68039,86368,40051,80483,135112,215716,53305,54669,62777,76541,57014,51732,23057,,,,25483,32159,31865,41460,24483,43055,15845,32161,8462,,16094,10588,10836,10917,15559,13904,9269,14272,14547,9261,13396,8040,4699,8439,5934,,,,,
2020/03/19,18090471,3586150,1495043,738571,725008,897165,559175,1229283,904795,1156211,418436,365575,467390,382947,244370,203073,229735,176832,402171,234020,308953,138909,154160,903431,110577,198594,67280,83443,39979,84989,132660,223317,52289,48672,59426,73158,59799,48699,,,,,26177,30862,32277,40609,25802,42436,16402,30936,7429,,15544,10327,11506,10757,15078,13943,8849,14987,14639,7967,13883,8492,4463,7685,6017,19126,,,,
2020/03/26,17426722,3445115,1364870,723984,702909,855174,544805,1253979,860757,1067863,410713,362835,440444,367047,218270,183164,224775,171559,396925,224223,301687,138530,146445,860128,114387,193464,69336,84917,38865,81006,125354,229756,48934,46333,55693,69359,58525,46153,21563,,68497,,25786,30252,31419,39051,26789,43587,15490,32922,7168,,15369,10230,12413,10862,15779,14553,8261,15441,14738,7714,15261,9665,4343,7481,5997,19513,,,,
2020/04/02,17093304,3408558,1255855,710885,684567,822413,514345,1268258,908550,979214,394284,357424,446140,349176,219245,169987,216253,165311,376376,219676,320355,133566,136929,851765,115109,184421,64774,83541,37291,74050,119603,242452,47118,45790,55696,76176,56683,43551,21548,144578,77655,,24811,29494,31961,42099,27044,48364,15270,37288,7218,,16116,9955,13354,10363,17120,15076,7971,16947,15640,7533,15355,10654,4410,6859,6973,20897,,,,
2020/04/09,16783691,3412543,1291751,694268,696664,806567,470883,1207579,867708,937257,395496,351824,458545,338606,213918,170847,216259,167776,359475,201243,294295,129462,134561,799836,117953,183225,63221,85161,38452,70926,118564,241110,49350,46281,57190,74014,56823,45576,21163,139056,74325,,25274,28409,32667,38347,26582,47693,14665,35286,7251,,15424,10472,12399,10585,16577,14747,8547,16528,16052,7988,14287,11107,4321,6884,6630,20458,,,,
2020/04/16,16048939,3325183,1249111,679426,674879,765503,462237,1096819,810589,901315,379536,344587,472755,319189,205600,170452,205656,158056,350025,184290,288631,122786,130824,620731,121719,176318,63731,80058,38029,70495,106983,232794,49787,42665,60893,76210,59131,44184,21377,136822,75253,,22782,28165,33312,36324,27373,45078,13284,32781,7088,,15149,10194,12191,10219,16300,13933,8029,16534,15450,7957,13702,11324,4354,7073,6023,18953,,,,
2020/04/23,16027012,3318795,1223328,690346,667148,767460,485857,1097221,827131,892850,381351,339887,433826,341999,199453,157157,210391,154087,351855,177567,291877,121173,129733,616518,124239,184047,67191,79353,41605,70809,105569,229745,51528,44811,65745,77624,59172,47172,21545,,75718,,22923,26958,31147,36374,27983,42711,13876,31917,7118,,14848,10239,12098,10646,16037,13544,7593,15836,14863,7066,14026,11747,4097,6945,6229,19989,,,,
